"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"이레맘 어린이집",경상남도,창원시 마산회원구,가정,16,3,경상남도 창원시 마산회원구 합성동12길 26 (합성동),055-256-2374,055-256-2372,,,,Y,,2019-03-28
"삼성창원병원 직장어린이집",경상남도,창원시 마산회원구,직장,12,4,경상남도 창원시 마산회원구 팔용로 158,055-233-8686,055-233-8689,,,,N,,2019-03-28
"창원시립 회성어린이집",경상남도,창원시 마산회원구,국공립,67,12,경상남도 창원시 마산회원구 회성시장2길 20,055-299-2150,055-299-2150,,,,Y,,2019-03-28
"한아름어린이집",경상남도,창원시 마산회원구,민간,49,6,경상남도 창원시 마산회원구 회성남18길 16 (회성동),055-297-8745,,,,,Y,,2019-03-28
"예꿈어린이집",경상남도,창원시 마산회원구,민간,49,9,경상남도 창원시 마산회원구 회원동14길 22 (회원동),055-248-7776,055-248-8776,,,,Y,,2019-03-28
"해든미래클어린이집",경상남도,창원시 마산회원구,민간,94,9,경상남도 창원시 마산회원구 회원동29길 63 (회원동),055-248-3412,050-348-3412,,,,Y,,2019-03-28
"아기나라어린이집",경상남도,창원시 마산회원구,가정,19,0,"경상남도 창원시 마산회원구 회원동3길 28 2동 107호(회원동, 한효아파트)",055-222-1997,,,,,N,,2019-03-28
"달나라 어린이집",경상남도,창원시 마산회원구,민간,41,8,경상남도 창원시 마산회원구 교방시장1길 57 (회원동),055-221-7275,055-221-7276,,,,Y,,2019-03-28
"빨주노초어린이집",경상남도,창원시 마산회원구,민간,39,8,경상남도 창원시 마산회원구 회원남31길 5 (회원동),055-221-5033,055-221-5033,,,,Y,,2019-03-28
"청우 어린이집",경상남도,창원시 마산회원구,민간,61,11,경상남도 창원시 마산회원구 회원남33길 32 (회원동),055-223-1752,055-223-1751,,,,Y,,2019-03-28
"피노키오 어린이집",경상남도,창원시 마산회원구,민간,49,5,경상남도 창원시 마산회원구 회원북28길 45 (회원동),055-246-2646,055-248-2646,,,,Y,,2019-03-28
"행복가득 한마음어린이집",경상남도,창원시 마산회원구,민간,80,8,경상남도 창원시 마산회원구 회원북25길 23 (회원동),055-245-6428,055-245-6428,,,,Y,,2019-03-28
"회원한솔어린이집",경상남도,창원시 마산회원구,민간,83,7,경상남도 창원시 마산회원구 회원북20길 29 (회원동),055-246-6653,055-246-6123,,,,Y,,2019-03-28
"빛나는 진명어린이집",경상남도,창원시 마산회원구,가정,20,2,경상남도 창원시 마산회원구 교방시장1길 36,055-223-2210,055-244-4433,,,,Y,,2019-03-28
"창원시립 경화어린이집",경상남도,창원시 진해구,국공립,143,22,경상남도 창원시 진해구 진해대로614번길 14 창원시립 경화어린이집,055-551-0283,055-542-9742,,,,Y,,2019-03-28
"두산위브드림어린이집",경상남도,창원시 진해구,민간,49,11,경상남도 창원시 진해구 조천로 30 경화동두산위브아파트 어린이집(복리동),055-551-0522,,,,,N,,2019-03-28
"킹스키즈어린이집",경상남도,창원시 진해구,민간,103,9,경상남도 창원시 진해구 조천로23번길 14 (경화동),055-544-2268,055-544-2269,,,,Y,,2019-03-28
"해화어린이집",경상남도,창원시 진해구,민간,104,16,경상남도 창원시 진해구 조천북로 88 (경화동),055-541-6565,055-541-6567,,,,Y,,2019-03-28
"가온누리어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 조천북로 65 103동 104호(경화동, 포스코더샵아파트)",055-543-7494,055-543-7494,,,,Y,,2019-03-28
"꼬마동산어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 진해대로583번길 5 (경화동),055-551-2594,,,,,Y,,2019-03-28
"세라어린이집",경상남도,창원시 진해구,가정,20,5,경상남도 창원시 진해구 경화로26번길 11-1,055-546-8744,055-543-8743,,,,Y,,2019-03-28
"아이세상어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 중초로29번길 16 (경화동),055-551-2237,055-551-2237,,,,Y,,2019-03-28
"예꿈어린이집",경상남도,창원시 진해구,가정,20,5,"경상남도 창원시 진해구 조천북로 79 106동 102호(경화동, 대동다숲아파트)",055-542-9998,,,,,Y,,2019-03-28
"우리아이 어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 조천북로 97 101동 101호(경화동, 삼정그린코아아파트)",055-541-1212,055-541-1212,,,,Y,,2019-03-28
"창원시립 자은주공어린이집",경상남도,창원시 진해구,국공립,37,6,경상남도 창원시 진해구 진해대로975번길 23 복리동,055-551-2436,055-551-2437,,,,Y,,2019-03-28
"꼬마숲해담어린이집",경상남도,창원시 진해구,민간,33,6,경상남도 창원시 진해구 풍호로35번길 11 협성아이존빌  관리동,055-546-4297,055-546-4297,,,,Y,,2019-03-28
"도담어린이집",경상남도,창원시 진해구,민간,65,10,경상남도 창원시 진해구 덕산로14번길 11 (덕산동),055-547-3659,,,,,Y,,2019-03-28
"썬키즈어린이집",경상남도,창원시 진해구,민간,85,8,경상남도 창원시 진해구 진해대로979번길 5-7,055-546-0339,,,,,Y,,2019-03-28
"아이세움어린이집",경상남도,창원시 진해구,민간,166,27,경상남도 창원시 진해구 풍호로35번길 27 (자은동),055-551-4769,055-551-1471,,,,Y,,2019-03-28
"예그리나어린이집",경상남도,창원시 진해구,민간,31,6,경상남도 창원시 진해구 덕산로36번길 16,055-551-5862,055-551-5861,,,,Y,,2019-03-28
"해랑어린이집",경상남도,창원시 진해구,민간,78,13,경상남도 창원시 진해구 충장로511번길 17-14 .,055-541-1021,055-544-1021,,,,Y,,2019-03-28
"경동큰나무어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 풍호로3번길 14 106동 102호(풍호동, 경동윈츠빌아파트)",055-552-8180,,,,,Y,,2019-03-28
"기린어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 풍호로3번길 14 106동 103호(풍호동, 경동윈츠빌아파트)",055-551-6477,,,,,Y,,2019-03-28
"리틀킹어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 풍호로3번길 14 106동 104호(풍호동, 경동윈츠빌아파트)",055-547-2889,,,,,Y,,2019-03-28
"산들어린이집",경상남도,창원시 진해구,가정,16,3,경상남도 창원시 진해구 진해대로975번길 20 자은동 포스코더샵 101-103,055-980-2001,,,,,Y,,2019-03-28
"설화어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 진해대로975번길 26 101동102호(자은동,더샵아파트)",055-552-3191,055-544-3198,,,,Y,,2019-03-28
"아이자람어린이집",경상남도,창원시 진해구,가정,20,6,"경상남도 창원시 진해구 진해대로975번길 20 107동 101호(자은동, 자은동더샵아파트)",070-4253-0070,,,,,Y,,2019-03-28
"해솔어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 진해대로975번길 26 자은동, 포스코더샵 105-101",055-543-0087,,,,,Y,,2019-03-28
"행복나무어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 풍호로35번길 11 108동 102호(자은동, 협성DS,이아이존빌)",055-546-2189,,,,,Y,,2019-03-28
"덕산해군어린이집",경상남도,창원시 진해구,직장,53,13,경상남도 창원시 진해구 진해대로 943 덕산해군아파트,055-546-6366,055-546-6366,,,,Y,,2019-03-28
"연꽃누리어린이집",경상남도,창원시 진해구,사회복지법인,49,10,경상남도 창원시 진해구 충장로345번길 38-3,055-544-0365,055-544-0365,,,,Y,,2019-03-28
"글로벌리더어린이집",경상남도,창원시 진해구,민간,170,21,경상남도 창원시 진해구 병암북로8번길 3-16,055-547-8177,055-547-8177,,,,Y,,2019-03-28
"느티나무어린이집",경상남도,창원시 진해구,민간,120,19,경상남도 창원시 진해구 진해대로694번길 21-1 (경화동),055-543-5661,055-543-5663,,,,Y,,2019-03-28
"슈퍼키즈어린이집",경상남도,창원시 진해구,민간,98,16,경상남도 창원시 진해구 진해대로694번길 5-6,055-543-0906,055-551-0960,,,,Y,,2019-03-28
"에셀나무어린이집",경상남도,창원시 진해구,민간,63,9,경상남도 창원시 진해구 충장로337번길 31 (경화동),055-543-5252,055-541-2004,,,,Y,,2019-03-28
"큰나무어린이집",경상남도,창원시 진해구,민간,35,4,경상남도 창원시 진해구 병암로 22 (진해이동 디에스아이존빌 복리동),055-552-0409,,,,,Y,,2019-03-28
"경화예닮어린이집",경상남도,창원시 진해구,가정,20,5,경상남도 창원시 진해구 병암북로3번길 24 태화맨션105 (경화동),055-552-3310,055-552-3310,,,,Y,,2019-03-28
"그린키즈어린이집",경상남도,창원시 진해구,가정,18,4,경상남도 창원시 진해구 진해대로694번길 4 (경화동),055-545-7979,,,,,Y,,2019-03-28
"아띠키즈어린이집",경상남도,창원시 진해구,가정,20,2,경상남도 창원시 진해구 충장로337번길 33 103호,055-545-0040,055-547-2727,,,,Y,,2019-03-28
"아이존어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 병암로 20  102-103(이동, 디에스아이존빌)",055-547-7942,,,,,Y,,2019-03-28
"은솔어린이집",경상남도,창원시 진해구,가정,17,3,경상남도 창원시 진해구 병암로30번길 5 대풍상가 102호,055-552-5751,055-552-5751,,,,Y,,2019-03-28
"근로복지공단 진해어린이집",경상남도,창원시 진해구,법인·단체,180,23,경상남도 창원시 진해구 진해대로776번길 35 (이동),055-544-5556,055-544-5558,,,,Y,,2019-03-28
"벚꽃그린빌어린이집",경상남도,창원시 진해구,민간,22,6,경상남도 창원시 진해구 석동로 60 벚꽃그린빌 3단지복지동,055-542-4999,,,,,Y,,2019-03-28
"엄마사랑어린이집",경상남도,창원시 진해구,민간,80,13,경상남도 창원시 진해구 진해대로789번길 24 (석동),055-547-0021,,,,,Y,,2019-03-28
"우림큰사랑어린이집",경상남도,창원시 진해구,민간,48,9,"경상남도 창원시 진해구 해원로 29 112동(석동, 진해석동우림필유)",055-546-3783,,,,,N,,2019-03-28
"푸르지오어린이집",경상남도,창원시 진해구,민간,29,5,경상남도 창원시 진해구 진해대로 725 석동 대우푸르지오 아파트 내 복리층,055-542-8737,055-542-8737,,,,Y,,2019-03-28
"꿈사랑어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 석동로 60 320동 104호(석동, 벚꽃그린주공아파트)",055-552-0506,,,,,Y,,2019-03-28
"도도어린이집",경상남도,창원시 진해구,가정,19,2,"경상남도 창원시 진해구 석동로 60 317동 102호(석동, 벚꽃그린주공아파트)",055-551-5617,055-551-5617,,,,Y,,2019-03-28
"모모어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 석동로 60 (석동) 313동 104호,055-547-4277,055-547-4277,,,,Y,,2019-03-28
"베베천사어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 해원로 45 123동103호(석동,우림필유)",055-545-0675,055-545-0675,,,,Y,,2019-03-28
"산나래어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 해원로 29 118동 102호(석동, 진해석동우림필유)",055-544-7726,055-544-7726,,,,Y,,2019-03-28
"우림필유어린이집",경상남도,창원시 진해구,가정,20,5,"경상남도 창원시 진해구 해원로 29 111동 103호(석동, 진해석동우림필유)",055-544-3215,,,,,Y,,2019-03-28
"은아어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 석동로 60 302동 104호(석동, 벚꽃그린주공아파트)",055-547-1074,055-547-1074,,,,Y,,2019-03-28
"이솝어린이집",경상남도,창원시 진해구,가정,17,6,"경상남도 창원시 진해구 석동로 80 410동 104호(석동, 벚꽃그린빌주공4단지)",055-551-2328,,,,,Y,,2019-03-28
"큰별어린이집",경상남도,창원시 진해구,가정,16,3,"경상남도 창원시 진해구 해원로 29 122동 101호(석동, 진해석동우림필유)",055-543-3935,055-543-3935,,,,Y,,2019-03-28
"하트어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 석동로30번길 12 (석동),055-543-8578,,,,,Y,,2019-03-28
"창원시립 여좌어린이집",경상남도,창원시 진해구,국공립,144,19,경상남도 창원시 진해구 여좌로63번길 22,055-546-5361,055-547-5361,,,,Y,,2019-03-28
"고운나래어린이집",경상남도,창원시 진해구,민간,42,5,경상남도 창원시 진해구 여명로 85 (여좌동),055-547-1958,055-547-1958,,,,Y,,2019-03-28
"다솜어린이집",경상남도,창원시 진해구,민간,45,9,경상남도 창원시 진해구 여좌로47번길 19 (여좌동),055-547-0930,,,,,Y,,2019-03-28
SK숲art 어린이집,경상남도,창원시 진해구,가정,20,3,경상남도 창원시 진해구 여좌남로41번길 33 (여좌동),055-545-2375,,,,,Y,,2019-03-28
"아이들의숲어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 여좌로21번길 10-4,070-8877-6578,055-547-6578,,,,Y,,2019-03-28
"여의아기둥지어린이집",경상남도,창원시 진해구,가정,20,2,경상남도 창원시 진해구 여명로 30-1,055-541-0113,055-541-0113,,,,Y,,2019-03-28
"천사들의뜰어린이집",경상남도,창원시 진해구,가정,20,2,경상남도 창원시 진해구 여좌로99번길 14 (여좌동),055-542-8169,055-542-8169,,,,Y,,2019-03-28
"초원어린이집",경상남도,창원시 진해구,가정,20,3,경상남도 창원시 진해구 여좌남로41번길 5 (여좌동),055-551-1240,055-545-4010,,,,Y,,2019-03-28
"코끼리어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 여좌남로49번길 9 (여좌동),055-544-2690,055-544-2690,,,,Y,,2019-03-28
"키드키즈어린이집",경상남도,창원시 진해구,가정,20,5,경상남도 창원시 진해구 여명로83번길 8-1 (여좌동),055-547-9740,055-547-9740,,,,Y,,2019-03-28
"배화어린이집",경상남도,창원시 진해구,민간,157,19,경상남도 창원시 진해구 남의로116번길 27 (두동),055-542-9552,055-542-9588,,,,Y,,2019-03-28
"사랑숲어린이집",경상남도,창원시 진해구,민간,83,8,경상남도 창원시 진해구 마천로 14-7,055-551-0345,055-551-0559,,,,Y,,2019-03-28
"아이천국어린이집",경상남도,창원시 진해구,민간,39,6,경상남도 창원시 진해구 웅동로 51 마천동 134-12,055-551-7762,070-4369-7767,,,,Y,,2019-03-28
"은성어린이집",경상남도,창원시 진해구,민간,36,11,경상남도 창원시 진해구 웅동로51번길 24-3 청안그린빌아파트 상가 1층 (마천동),055-551-8118,070-8610-3004,,,,Y,,2019-03-28
"천사어린이집",경상남도,창원시 진해구,가정,19,2,"경상남도 창원시 진해구 웅동로 70 105동 106호(마천동, 남명플럼빌리지)",055-551-0661,055-551-0661,,,,Y,,2019-03-28
"해오름아기세상어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 웅동로 150 103동 101호(두동, 청안해오름아파트)",055-551-9327,055-604-9322,,,,Y,,2019-03-28
"창원시립 용원어린이집",경상남도,창원시 진해구,국공립,118,15,경상남도 창원시 진해구 용원남로7번길 4 창원시립용원어린이집,055-716-1366,055-552-8365,,,,Y,,2019-03-28
"꽃뜰에어린이집",경상남도,창원시 진해구,민간,90,8,경상남도 창원시 진해구 용원북로11번길 8 (용원동),055-552-9552,,,,,Y,,2019-03-28
"꿈꾸는나무어린이집",경상남도,창원시 진해구,민간,24,2,경상남도 창원시 진해구 안청북로 42 현대 아파트 관리동 1층,055-551-7761,,,,,Y,,2019-03-28
"더푸르지오어린이집",경상남도,창원시 진해구,민간,58,11,경상남도 창원시 진해구 안골로298번길 26 114동(복리동),055-547-0572,055-547-0572,,,,Y,,2019-03-28
"맑은샘어린이집",경상남도,창원시 진해구,민간,26,4,경상남도 창원시 진해구 안청로 124 서광해인로즈빌 관리동 맑은샘어린이집,055-544-0145,,,,,Y,,2019-03-28
"바다별어린이집",경상남도,창원시 진해구,민간,99,14,경상남도 창원시 진해구 청안로 255,055-545-1616,055-545-1619,,,,Y,,2019-03-28
"부산신항13단지부영사랑으로어린이집",경상남도,창원시 진해구,민간,40,8,경상남도 창원시 진해구 신항4로 75 부산신항13단지 부영아파트 관리동,055-541-6665,,,,,Y,,2019-03-28
"부산신항8단지 부영사랑으로어린이집",경상남도,창원시 진해구,민간,40,7,경상남도 창원시 진해구 신항동로 136 부산신항8단지 부영아파트 어린이집,055-547-3090,,,,,Y,,2019-03-28
"일신산새소리어린이집",경상남도,창원시 진해구,민간,27,4,"경상남도 창원시 진해구 안골로 359 (용원동, 일신님아파트 복리동)",055-547-9677,055-547-9677,,,,Y,,2019-03-28
"크니크니어린이집",경상남도,창원시 진해구,민간,31,8,경상남도 창원시 진해구 신항동로 143 111동(부산신항만이지더원아파트.복리동),055-541-1079,055-541-1079,,,,N,,2019-03-28
"하늘별꽃어린이집",경상남도,창원시 진해구,민간,31,6,경상남도 창원시 진해구 신항북로 202 211동(신항이지더원아파트2차.복리동),055-541-0060,055-541-0060,,,,Y,,2019-03-28
"귀염둥이 어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안청남로 29-1 104동 106호(용원동, 일신님)",055-552-1141,,,,,Y,,2019-03-28
"꼬맹이어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 용원북로12번안길 19 (용원동),055-552-0239,,,,,Y,,2019-03-28
"꾸러기어린이집",경상남도,창원시 진해구,가정,20,3,"경상남도 창원시 진해구 안청남로 33 102동 103호(용원동, 코아루)",055-543-8256,055-543-8256,,,,Y,,2019-03-28
"꿈나래어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청남로 33 107동 106호(용원동, 코아루)",055-544-0928,055-544-0927,,,,Y,,2019-03-28
"꿈동산어린이집",경상남도,창원시 진해구,가정,19,2,"경상남도 창원시 진해구 안골로 359 101동 101호(용원동, 일신님)",055-552-3894,055-552-3893,,,,Y,,2019-03-28
"꿈이있는어린이집",경상남도,창원시 진해구,가정,20,3,"경상남도 창원시 진해구 안청남로 11 109동 105호(청안동, 부영1차아파트)",055-552-7278,055-552-7574,,,,Y,,2019-03-28
"꿈이자라는어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 안청북로 42 103동 102호(용원동, 진해녹산현대아파트)",055-980-9669,,,,,Y,,2019-03-28
"높푸른어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안골로 359 101동 106호(용원동, 일신님)",055-546-6829,055-609-6828,,,,Y,,2019-03-28
"늘기쁨어린이집",경상남도,창원시 진해구,가정,19,4,경상남도 창원시 진해구 안청북로 46 현대아파트107-102,055-552-8022,,,,,Y,,2019-03-28
"동화숲어린이집",경상남도,창원시 진해구,가정,19,4,경상남도 창원시 진해구 안골로 359 일신님아파트 106-103,055-552-3320,055-552-8340,,,,Y,,2019-03-28
"들꽃아이어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안골로 359 101동 108호(용원동, 일신님아파트)",055-552-7202,055-552-7202,,,,Y,,2019-03-28
"레몬키즈어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안골로 339 112동 101호(용원동, 코아루아파트)",055-552-7848,055-552-7848,,,,Y,,2019-03-28
"리치어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안골로 359 102동 104호(용원동, 일신님)",055-552-9066,055-547-9066,,,,Y,,2019-03-28
"맑은숲어린이집",경상남도,창원시 진해구,가정,13,2,경상남도 창원시 진해구 안청로 126 112동101호,055-602-0145,,,,,N,,2019-03-28
"미키미니어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 안골로 339 108동 106호(용원동, 코아루)",055-552-2709,050-396-9154,,,,Y,,2019-03-28
"부영참사랑어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 안청남로 13 부영아파트 108-103,055-603-5365,055-603-5365,,,,Y,,2019-03-28
"사랑가득예원어린이집",경상남도,창원시 진해구,가정,19,4,경상남도 창원시 진해구 안청남로 11 부영아파트 111-105,055-552-9753,055-552-9753,,,,Y,,2019-03-28
"사랑나라어린이집",경상남도,창원시 진해구,가정,13,3,"경상남도 창원시 진해구 안청로 124 105동 101호(청안동, 해인로즈빌아파트)",055-552-9962,055-552-9962,,,,N,,2019-03-28
"샛별어린이집",경상남도,창원시 진해구,가정,20,3,경상남도 창원시 진해구 안골로298번길 3-6,055-552-4196,,,,,Y,,2019-03-28
"선한어린이집",경상남도,창원시 진해구,가정,20,6,"경상남도 창원시 진해구 안골로 357 108동 105호(용원동, 일신님)",055-552-5506,055-544-7986,,,,Y,,2019-03-28
"솔로몬어린이집",경상남도,창원시 진해구,가정,13,3,"경상남도 창원시 진해구 안청로 126 102-103(청안동, 해인로즈빌앞트)",055-551-3123,055-551-3123,,,,N,,2019-03-28
"스마일어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안청남로 33 111동 103호(용원동, 코아루)",070-7670-1901,,,,,Y,,2019-03-28
"아이꿈어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안청남로 11 104동 101호(청안동, 부영1차아파트)",055-980-5576,,,,,Y,,2019-03-28
"아이뜰어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청남로 29-1 102동 105호(용원동, 일신님)",055-551-2336,055-551-2336,,,,Y,,2019-03-28
"아이마음 어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 안청남로 33 109동 103호(용원동, 코아루)",055-551-2588,,,,,Y,,2019-03-28
"아이원어린이집",경상남도,창원시 진해구,가정,13,6,"경상남도 창원시 진해구 안청북로 33 105동 102호(청안동, 풍림아파트)",055-546-1201,055-545-1201,,,,N,,2019-03-28
"아이조아 어린이집",경상남도,창원시 진해구,가정,13,5,"경상남도 창원시 진해구 안청로 126 108동 103호(청안동, 해인로즈빌아파트)",055-542-8512,055-542-8512,,,,N,,2019-03-28
"열매어린이집",경상남도,창원시 진해구,가정,13,3,경상남도 창원시 진해구 안청로 126 106동103호(해인로즈빌아파트),055-552-6246,,,,,N,,2019-03-28
"예닮어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청북로 42 107동 103호(용원동, 진해녹산현대아파트)",055-552-2285,055-552-2285,,,,Y,,2019-03-28
"예쁜꼬마어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안청남로 33 109동 106호(용원동, 코아루)",070-4644-1901,,,,,Y,,2019-03-28
"올리브나무어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안골로 359 101동 105호(용원동, 일신님)",055-603-8878,,,,,Y,,2019-03-28
"완두콩어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청남로 33 108동 103호(용원동, 코아루)",055-552-0249,,,,,Y,,2019-03-28
"왕의자녀들 어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 안청북로 42 108동 101호(용원동, 진해녹산현대아파트)",055-551-0042,,,,,Y,,2019-03-28
"웰키즈어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청북로 42 106동 104호(용원동, 진해녹산현대아파트)",055-547-1552,055-547-1552,,,,Y,,2019-03-28
"위즈어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 안골로 359 106동 101호(용원동, 일신님아파트)",055-552-4343,,,,,N,,2019-03-28
"이지더원어린이집",경상남도,창원시 진해구,가정,19,4,경상남도 창원시 진해구 신항동로 143 이지더원아파트 103동 102호,055-607-3469,,,,,Y,,2019-03-28
"일신아이뜰어린이집",경상남도,창원시 진해구,가정,19,3,경상남도 창원시 진해구 안청남로 29-1 102동 106호(일신님아파트),055-552-5051,055-552-5051,,,,Y,,2019-03-28
"잔디어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청남로 33 106동 104호(용원동, 코아루)",055-980-4208,055-980-4208,,,,Y,,2019-03-28
"재미팡팡어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 안청남로 33 107동 105호(용원동, 코아루)",055-552-2498,,,,,Y,,2019-03-28
"잼잼어린이집",경상남도,창원시 진해구,가정,20,5,"경상남도 창원시 진해구 안골로 359 107동 104호(용원동, 일신님)",055-552-5935,055-544-5935,,,,Y,,2019-03-28
"젬마어린이집",경상남도,창원시 진해구,가정,19,4,경상남도 창원시 진해구 안골로 339 코아루아파트 107동 104호 (안골동),055-552-7034,055-552-7060,,,,N,,2019-03-28
"조은어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청남로 29-1 106동 107호(용원동, 일신님)",055-542-1761,,,,,Y,,2019-03-28
"초록어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 안청남로 13 107-106(청안동 부영아파트),055-551-0707,,,,,Y,,2019-03-28
"코알라어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 신항동로 136 801동102호(용원동.부산신항8단지부영아파트),055-547-5677,,,,,Y,,2019-03-28
"키즈맘어린이집",경상남도,창원시 진해구,가정,20,4,"경상남도 창원시 진해구 안청남로 29-1 102동 102호(용원동, 일신님)",055-552-1927,055-552-1927,,,,Y,,2019-03-28
"키즈어린이집",경상남도,창원시 진해구,가정,19,2,"경상남도 창원시 진해구 안골로 339 107동 103호(용원동, 코아루)",070-4121-6292,,,,,N,,2019-03-28
"포근이어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 안청남로 33 109동 102호(용원동, 코아루)",055-980-3939,055-980-3939,,,,Y,,2019-03-28
"해달별어린이집",경상남도,창원시 진해구,가정,16,3,경상남도 창원시 진해구 신항4로 75 1302동101호(용원동.부산신항13단지부영아파트),055-551-0054,055-551-0054,,,,N,,2019-03-28
"해담어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 안청남로 11 107동 105호(청안동, 부영1차아파트)",055-544-0408,055-544-0408,,,,Y,,2019-03-28
"해피맘어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 안청북로 42 현대아파트104-103,055-606-6833,055-606-6833,,,,Y,,2019-03-28
"햇살누리어린이집",경상남도,창원시 진해구,가정,20,3,경상남도 창원시 진해구 안골로281번길 6,055-552-1733,,,,,Y,,2019-03-28
"행복둥지어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 신항동로 136 811동102호(용원동.부산신항 부영8단지),055-980-8010,055-552-9010,,,,Y,,2019-03-28
"행복한 어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 안청로42번길 28 (안골동),055-552-2661,055-543-8205,,,,Y,,2019-03-28
"현대어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 안청북로 42 105동 104호(용원동, 진해녹산현대아파트)",055-543-1612,,,,,Y,,2019-03-28
"힐링어린이집",경상남도,창원시 진해구,가정,13,4,"경상남도 창원시 진해구 안청북로 33 101-103(청안동,풍림아파트)",070-4063-9903,,,,,Y,,2019-03-28
"창원시립 남문어린이집",경상남도,창원시 진해구,국공립,65,8,경상남도 창원시 진해구 웅천동로43번길 19 진해남문호반베르디움아파트 관리동,055-542-3939,,,,,N,,2019-03-28
"창원시립 남문프라디움어린이집",경상남도,창원시 진해구,국공립,73,1,"경상남도 창원시 진해구 웅천동로 100 (남문동, 남문시티프라디움2차아파트)",055-4894-2041,,,,,N,,2019-03-28
"남문시티이화어린이집",경상남도,창원시 진해구,민간,80,15,"경상남도 창원시 진해구 웅천동로 16 (남문동, 남문1차 시티프라디움)복리동",055-547-2282,055-542-9475,,,,N,,2019-03-28
"무지개어린이집",경상남도,창원시 진해구,민간,240,30,경상남도 창원시 진해구 웅천중로51번길 24 (서중동),055-551-4342,055-551-4342,,,,Y,,2019-03-28
